NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864	REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864		56	-0.33490005	-1.0872281	0.3041825	0.42313007	1.0	2257	tags=32%, list=15%, signal=38%	
T CELL DIFFERENTIATION%GOBP%GO:0030217	T CELL DIFFERENTIATION%GOBP%GO:0030217		52	-0.3445069	-1.0868589	0.29885057	0.4234835	1.0	2717	tags=40%, list=18%, signal=49%	
RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0032496	RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0032496		128	-0.29061547	-1.0864109	0.21678321	0.4240654	1.0	1622	tags=16%, list=11%, signal=17%	
VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0000038	VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0000038		19	-0.44172096	-1.086287	0.3548387	0.4240183	1.0	1945	tags=21%, list=13%, signal=24%	
POLYSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0000272	POLYSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0000272		15	-0.45716605	-1.085827	0.37027708	0.42454705	1.0	697	tags=13%, list=5%, signal=14%	
AMINE CATABOLIC PROCESS%GOBP%GO:0009310	AMINE CATABOLIC PROCESS%GOBP%GO:0009310		18	-0.44587916	-1.0853313	0.34390244	0.4251955	1.0	3286	tags=33%, list=22%, signal=42%	
SPINDLE CHECKPOINT%GOBP%GO:0031577	SPINDLE CHECKPOINT%GOBP%GO:0031577		18	-0.4400347	-1.0850562	0.3325	0.42539245	1.0	3734	tags=44%, list=25%, signal=59%	
WATER-SOLUBLE VITAMIN METABOLIC PROCESS%GOBP%GO:0006767	WATER-SOLUBLE VITAMIN METABOLIC PROCESS%GOBP%GO:0006767		73	-0.3223837	-1.0849662	0.29807693	0.42527848	1.0	2875	tags=30%, list=19%, signal=37%	
GLYCERALDEHYDE-3-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019682	GLYCERALDEHYDE-3-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019682		15	-0.46073756	-1.0849447	0.34413967	0.42502558	1.0	6440	tags=73%, list=42%, signal=127%	
REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651	REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651		29	-0.38846615	-1.0831598	0.334375	0.42802283	1.0	1369	tags=28%, list=9%, signal=30%	
DEFENSE RESPONSE TO GRAM-NEGATIVE BACTERIUM%GOBP%GO:0050829	DEFENSE RESPONSE TO GRAM-NEGATIVE BACTERIUM%GOBP%GO:0050829		26	-0.4001704	-1.0822604	0.33048433	0.42944416	1.0	2555	tags=50%, list=17%, signal=60%	
RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970	RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970		15	-0.4567286	-1.0822185	0.3642857	0.4292405	1.0	3365	tags=33%, list=22%, signal=43%	
G2 DNA DAMAGE CHECKPOINT%GOBP%GO:0031572	G2 DNA DAMAGE CHECKPOINT%GOBP%GO:0031572		30	-0.382249	-1.0820036	0.34234235	0.42932895	1.0	2842	tags=30%, list=19%, signal=37%	
T CELL SELECTION%GOBP%GO:0045058	T CELL SELECTION%GOBP%GO:0045058		16	-0.45706627	-1.0818291	0.36069652	0.42937034	1.0	2626	tags=69%, list=17%, signal=83%	
ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT%GOBP%GO:1903513	ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT%GOBP%GO:1903513		15	-0.4567286	-1.0801635	0.3775	0.43215317	1.0	3365	tags=33%, list=22%, signal=43%	
IONOTROPIC GLUTAMATE RECEPTOR PATHWAY%PANTHER PATHWAY%P00037	IONOTROPIC GLUTAMATE RECEPTOR PATHWAY%PANTHER PATHWAY%P00037		27	-0.38983244	-1.0793588	0.3192771	0.43333003	1.0	2995	tags=26%, list=20%, signal=32%	
MELANOSOME ORGANIZATION%GOBP%GO:0032438	MELANOSOME ORGANIZATION%GOBP%GO:0032438		18	-0.42666924	-1.0776819	0.32828283	0.43613753	1.0	1548	tags=22%, list=10%, signal=25%	
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903556	NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903556		23	-0.40949827	-1.0776213	0.3396739	0.4359607	1.0	3182	tags=39%, list=21%, signal=49%	
TISSUE HOMEOSTASIS%GOBP%GO:0001894	TISSUE HOMEOSTASIS%GOBP%GO:0001894		62	-0.327801	-1.0760956	0.278481	0.43858933	1.0	1408	tags=15%, list=9%, signal=16%	
RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046390	RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046390		76	-0.31909183	-1.0760684	0.2590909	0.43835098	1.0	2654	tags=33%, list=17%, signal=40%	
PROTEIN HOMOTETRAMERIZATION%GOBP%GO:0051289	PROTEIN HOMOTETRAMERIZATION%GOBP%GO:0051289		46	-0.34592164	-1.0729941	0.31538463	0.4437304	1.0	2150	tags=33%, list=14%, signal=38%	
N-TERMINAL PROTEIN AMINO ACID MODIFICATION%GOBP%GO:0031365	N-TERMINAL PROTEIN AMINO ACID MODIFICATION%GOBP%GO:0031365		19	-0.42885607	-1.0712171	0.35264483	0.44683197	1.0	5085	tags=42%, list=33%, signal=63%	
AMYLOID FIBER FORMATION%REACTOME%R-HSA-977225.4	AMYLOID FIBER FORMATION%REACTOME%R-HSA-977225.4		59	-0.33138987	-1.0710787	0.30232558	0.44681162	1.0	3385	tags=36%, list=22%, signal=46%	
CELLULAR POLYSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0044247	CELLULAR POLYSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0044247		15	-0.45716605	-1.0703912	0.3649289	0.44778872	1.0	697	tags=13%, list=5%, signal=14%	
COMPLEMENT ACTIVATION%GOBP%GO:0006956	COMPLEMENT ACTIVATION%GOBP%GO:0006956		20	-0.4270559	-1.0693327	0.36910996	0.4495391	1.0	999	tags=25%, list=7%, signal=27%	
BIOCARTA_PML_PATHWAY%MSIGDB_C2%BIOCARTA_PML_PATHWAY	BIOCARTA_PML_PATHWAY%MSIGDB_C2%BIOCARTA_PML_PATHWAY		16	-0.4508375	-1.069176	0.38425925	0.44953844	1.0	2769	tags=25%, list=18%, signal=31%	
DISEASES OF METABOLISM%REACTOME DATABASE ID RELEASE 61%5668914	DISEASES OF METABOLISM%REACTOME DATABASE ID RELEASE 61%5668914		37	-0.3659056	-1.0671551	0.33974358	0.45316434	1.0	4506	tags=46%, list=30%, signal=65%	
PROTEIN K63-LINKED UBIQUITINATION%GOBP%GO:0070534	PROTEIN K63-LINKED UBIQUITINATION%GOBP%GO:0070534		34	-0.37273127	-1.0666695	0.3409836	0.4538362	1.0	4432	tags=44%, list=29%, signal=62%	
MULTIVESICULAR BODY ASSEMBLY%GOBP%GO:0036258	MULTIVESICULAR BODY ASSEMBLY%GOBP%GO:0036258		27	-0.3935386	-1.0659401	0.35082874	0.45491028	1.0	3981	tags=33%, list=26%, signal=45%	
RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME%R-HSA-5693565.2	RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME%R-HSA-5693565.2		58	-0.33095065	-1.0654348	0.3203125	0.45557246	1.0	4878	tags=47%, list=32%, signal=68%	
NEGATIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042130	NEGATIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042130		23	-0.40454873	-1.0653968	0.34710744	0.45533013	1.0	2341	tags=30%, list=15%, signal=36%	
FLAGELLATED SPERM MOTILITY%GOBP%GO:0030317	FLAGELLATED SPERM MOTILITY%GOBP%GO:0030317		18	-0.42928734	-1.0653919	0.35459185	0.45503536	1.0	5386	tags=39%, list=35%, signal=60%	
RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293	RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293		171	-0.2817983	-1.0647478	0.25454545	0.45597544	1.0	1211	tags=14%, list=8%, signal=15%	
PIGMENT GRANULE LOCALIZATION%GOBP%GO:0051875	PIGMENT GRANULE LOCALIZATION%GOBP%GO:0051875		16	-0.44919562	-1.0634862	0.3690476	0.458051	1.0	5351	tags=56%, list=35%, signal=87%	
FATTY ACYL-COA BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 61%75105	FATTY ACYL-COA BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 61%75105		26	-0.38644716	-1.0626582	0.34383956	0.45934135	1.0	1901	tags=23%, list=13%, signal=26%	
GLUTATHIONE DERIVATIVE METABOLIC PROCESS%GOBP%GO:1901685	GLUTATHIONE DERIVATIVE METABOLIC PROCESS%GOBP%GO:1901685		19	-0.4145332	-1.061929	0.3556701	0.46044016	1.0	2669	tags=42%, list=18%, signal=51%	
INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036	INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036		75	-0.31510442	-1.0606343	0.3187773	0.4626324	1.0	3432	tags=32%, list=23%, signal=41%	
HALLMARK_UV_RESPONSE_UP%MSIGDB_C2%HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP%MSIGDB_C2%HALLMARK_UV_RESPONSE_UP		149	-0.28140733	-1.0596789	0.31538463	0.46425307	1.0	2492	tags=26%, list=16%, signal=30%	
RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009260	RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009260		74	-0.32123965	-1.0594709	0.33179724	0.4643719	1.0	2654	tags=34%, list=17%, signal=41%	
CELLULAR RESPONSE TO ALKALOID%GOBP%GO:0071312	CELLULAR RESPONSE TO ALKALOID%GOBP%GO:0071312		16	-0.44339028	-1.0588642	0.37530863	0.46525443	1.0	3179	tags=38%, list=21%, signal=47%	
HALLMARK_HEME_METABOLISM%MSIGDB_C2%HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM%MSIGDB_C2%HALLMARK_HEME_METABOLISM		172	-0.28136134	-1.0588466	0.24468085	0.46498922	1.0	3142	tags=22%, list=21%, signal=27%	
RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482	RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482		175	-0.27763304	-1.0584396	0.2647059	0.46546766	1.0	1211	tags=14%, list=8%, signal=15%	
PROTEIN DEACETYLATION%GOBP%GO:0006476	PROTEIN DEACETYLATION%GOBP%GO:0006476		35	-0.37091616	-1.0579257	0.33865815	0.46622306	1.0	5274	tags=37%, list=35%, signal=57%	
REGULATION OF TRIGLYCERIDE METABOLIC PROCESS%GOBP%GO:0090207	REGULATION OF TRIGLYCERIDE METABOLIC PROCESS%GOBP%GO:0090207		17	-0.4325955	-1.0568986	0.41333333	0.4679562	1.0	803	tags=12%, list=5%, signal=12%	
GAMETE GENERATION%GOBP%GO:0007276	GAMETE GENERATION%GOBP%GO:0007276		151	-0.28190222	-1.0560791	0.2631579	0.4692166	1.0	2569	tags=21%, list=17%, signal=25%	
GLYCOGEN CATABOLIC PROCESS%GOBP%GO:0005980	GLYCOGEN CATABOLIC PROCESS%GOBP%GO:0005980		15	-0.45716605	-1.0554359	0.4047619	0.47017542	1.0	697	tags=13%, list=5%, signal=14%	
REGULATION OF CELLULAR RESPONSE TO HEAT%GOBP%GO:1900034	REGULATION OF CELLULAR RESPONSE TO HEAT%GOBP%GO:1900034		72	-0.3201826	-1.0550886	0.34070796	0.47052586	1.0	4418	tags=35%, list=29%, signal=49%	
REGULATION OF HUMORAL IMMUNE RESPONSE%GOBP%GO:0002920	REGULATION OF HUMORAL IMMUNE RESPONSE%GOBP%GO:0002920		39	-0.36152408	-1.0534947	0.35254237	0.47339937	1.0	2083	tags=28%, list=14%, signal=33%	
INTERFERON-GAMMA SIGNALING PATHWAY%PANTHER PATHWAY%P00035	INTERFERON-GAMMA SIGNALING PATHWAY%PANTHER PATHWAY%P00035		27	-0.38146555	-1.0531857	0.3678474	0.4737145	1.0	595	tags=15%, list=4%, signal=15%	
NUCLEOSOME DISASSEMBLY%GOBP%GO:0006337	NUCLEOSOME DISASSEMBLY%GOBP%GO:0006337		16	-0.44372183	-1.0524772	0.39808154	0.47484398	1.0	2198	tags=19%, list=14%, signal=22%	
ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS%REACTOME%R-HSA-390471.1	ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS%REACTOME%R-HSA-390471.1		36	-0.36071396	-1.052144	0.3580645	0.47518203	1.0	3586	tags=36%, list=24%, signal=47%	
PROTEIN POLYMERIZATION%GOBP%GO:0051258	PROTEIN POLYMERIZATION%GOBP%GO:0051258		56	-0.32812878	-1.0520821	0.33699635	0.47501957	1.0	1952	tags=18%, list=13%, signal=20%	
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116	REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116		162	-0.2769307	-1.0518663	0.33653846	0.47510946	1.0	1569	tags=16%, list=10%, signal=18%	
BIOCARTA_CHEMICAL_PATHWAY%MSIGDB_C2%BIOCARTA_CHEMICAL_PATHWAY	BIOCARTA_CHEMICAL_PATHWAY%MSIGDB_C2%BIOCARTA_CHEMICAL_PATHWAY		22	-0.3983544	-1.05175	0.37741047	0.4750392	1.0	3164	tags=32%, list=21%, signal=40%	
MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0071985	MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0071985		22	-0.41532257	-1.0514638	0.39130434	0.47527766	1.0	3764	tags=36%, list=25%, signal=48%	
AUTOPHAGOSOME MATURATION%GOBP%GO:0097352	AUTOPHAGOSOME MATURATION%GOBP%GO:0097352		23	-0.40081686	-1.0512552	0.3653846	0.47535866	1.0	3588	tags=35%, list=24%, signal=45%	
OXIDOREDUCTION COENZYME METABOLIC PROCESS%GOBP%GO:0006733	OXIDOREDUCTION COENZYME METABOLIC PROCESS%GOBP%GO:0006733		86	-0.3028306	-1.0506837	0.34358975	0.47629997	1.0	4060	tags=37%, list=27%, signal=50%	
CDP-DIACYLGLYCEROL BIOSYNTHESIS I%HUMANCYC%PWY-5667	CDP-DIACYLGLYCEROL BIOSYNTHESIS I%HUMANCYC%PWY-5667		17	-0.4277113	-1.0495923	0.38947368	0.47812888	1.0	1732	tags=18%, list=11%, signal=20%	
PHOSPHATIDYLGLYCEROL BIOSYNTHESIS II (NON-PLASTIDIC)%HUMANCYC%PWY4FS-8	PHOSPHATIDYLGLYCEROL BIOSYNTHESIS II (NON-PLASTIDIC)%HUMANCYC%PWY4FS-8		18	-0.42274618	-1.0487075	0.38227847	0.47958544	1.0	1732	tags=17%, list=11%, signal=19%	
NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032211	NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032211		18	-0.4274604	-1.0483981	0.38861385	0.4799335	1.0	1214	tags=22%, list=8%, signal=24%	
REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900015	REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900015		16	-0.43078205	-1.0481744	0.39753085	0.48008037	1.0	1062	tags=19%, list=7%, signal=20%	
SA_MMP_CYTOKINE_CONNECTION%MSIGDB_C2%SA_MMP_CYTOKINE_CONNECTION	SA_MMP_CYTOKINE_CONNECTION%MSIGDB_C2%SA_MMP_CYTOKINE_CONNECTION		15	-0.43923464	-1.0481617	0.39631337	0.47980085	1.0	482	tags=13%, list=3%, signal=14%	
B CELL ACTIVATION%PANTHER PATHWAY%P00010	B CELL ACTIVATION%PANTHER PATHWAY%P00010		56	-0.32227093	-1.0458497	0.3562753	0.48415178	1.0	3614	tags=36%, list=24%, signal=47%	
POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068	POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068		186	-0.27343535	-1.0453105	0.31868133	0.48495504	1.0	2485	tags=25%, list=16%, signal=29%	
SPERM MOTILITY%GOBP%GO:0097722	SPERM MOTILITY%GOBP%GO:0097722		18	-0.42928734	-1.0452938	0.40214476	0.48467383	1.0	5386	tags=39%, list=35%, signal=60%	
PROTEIN-DNA COMPLEX DISASSEMBLY%GOBP%GO:0032986	PROTEIN-DNA COMPLEX DISASSEMBLY%GOBP%GO:0032986		18	-0.42417827	-1.0445155	0.3949367	0.4859533	1.0	4014	tags=28%, list=26%, signal=38%	
PIGMENT GRANULE ORGANIZATION%GOBP%GO:0048753	PIGMENT GRANULE ORGANIZATION%GOBP%GO:0048753		18	-0.42666924	-1.0437684	0.40789473	0.4871887	1.0	1548	tags=22%, list=10%, signal=25%	
BIOCARTA_INFLAM_PATHWAY%MSIGDB_C2%BIOCARTA_INFLAM_PATHWAY	BIOCARTA_INFLAM_PATHWAY%MSIGDB_C2%BIOCARTA_INFLAM_PATHWAY		16	-0.44062644	-1.0436914	0.3906634	0.4870493	1.0	482	tags=31%, list=3%, signal=32%	
ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984	ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984		27	-0.3865197	-1.0415967	0.38081396	0.49092194	1.0	5427	tags=52%, list=36%, signal=81%	
PURINE NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0006144	PURINE NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0006144		15	-0.4436422	-1.0412875	0.41044775	0.49123412	1.0	4762	tags=47%, list=31%, signal=68%	
NEGATIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045920	NEGATIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045920		17	-0.4282378	-1.0405952	0.38303342	0.49240485	1.0	1957	tags=35%, list=13%, signal=40%	
PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009152	PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009152		72	-0.31306356	-1.0404925	0.35135135	0.49229005	1.0	2654	tags=33%, list=17%, signal=40%	
RESPONSE TO EXTRACELLULAR STIMULUS%GOBP%GO:0009991	RESPONSE TO EXTRACELLULAR STIMULUS%GOBP%GO:0009991		151	-0.27738428	-1.0392392	0.29032257	0.4945554	1.0	3075	tags=23%, list=20%, signal=29%	
P53 PATHWAY%PANTHER PATHWAY%P00059	P53 PATHWAY%PANTHER PATHWAY%P00059		43	-0.34383398	-1.0389897	0.35234898	0.49473387	1.0	4283	tags=42%, list=28%, signal=58%	
PHOTORECEPTOR CELL MAINTENANCE%GOBP%GO:0045494	PHOTORECEPTOR CELL MAINTENANCE%GOBP%GO:0045494		16	-0.44830915	-1.0389143	0.4050633	0.4945794	1.0	1844	tags=19%, list=12%, signal=21%	
ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0046165	ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0046165		50	-0.32824755	-1.0386993	0.3611111	0.49472013	1.0	4508	tags=46%, list=30%, signal=65%	
CELLULAR AMINE METABOLIC PROCESS%GOBP%GO:0044106	CELLULAR AMINE METABOLIC PROCESS%GOBP%GO:0044106		32	-0.36150318	-1.0385803	0.38198757	0.49463084	1.0	3471	tags=31%, list=23%, signal=40%	
INTERACTION WITH HOST%GOBP%GO:0051701	INTERACTION WITH HOST%GOBP%GO:0051701		81	-0.30511424	-1.0379581	0.35514018	0.49556372	1.0	2752	tags=22%, list=18%, signal=27%	
GLYCOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0009247	GLYCOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0009247		45	-0.34078065	-1.0371968	0.37410071	0.4967981	1.0	3085	tags=24%, list=20%, signal=31%	
GLUTATHIONE DERIVATIVE BIOSYNTHETIC PROCESS%GOBP%GO:1901687	GLUTATHIONE DERIVATIVE BIOSYNTHETIC PROCESS%GOBP%GO:1901687		19	-0.4145332	-1.035902	0.42744064	0.499188	1.0	2669	tags=42%, list=18%, signal=51%	
TRANSITION METAL ION HOMEOSTASIS%GOBP%GO:0055076	TRANSITION METAL ION HOMEOSTASIS%GOBP%GO:0055076		78	-0.30452797	-1.034287	0.34848484	0.5022755	1.0	2403	tags=22%, list=16%, signal=26%	
REGULATION OF TELOMERE CAPPING%GOBP%GO:1904353	REGULATION OF TELOMERE CAPPING%GOBP%GO:1904353		24	-0.39244413	-1.0340257	0.41866666	0.5024771	1.0	1802	tags=17%, list=12%, signal=19%	
REGULATION OF CELLULAR PH%GOBP%GO:0030641	REGULATION OF CELLULAR PH%GOBP%GO:0030641		63	-0.31562597	-1.0310317	0.40816328	0.5082889	1.0	4051	tags=29%, list=27%, signal=39%	
MRNA SPLICE SITE SELECTION%GOBP%GO:0006376	MRNA SPLICE SITE SELECTION%GOBP%GO:0006376		15	-0.4409099	-1.0302821	0.40816328	0.5095245	1.0	4010	tags=33%, list=26%, signal=45%	
ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084	ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084		16	-0.42091978	-1.0300268	0.4076923	0.50976235	1.0	4782	tags=69%, list=31%, signal=100%	
BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY		66	-0.3134902	-1.0300059	0.3794643	0.50947446	1.0	2062	tags=21%, list=14%, signal=24%	
NEGATIVE REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051898	NEGATIVE REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051898		26	-0.37431872	-1.0299551	0.40532544	0.5092679	1.0	1135	tags=15%, list=7%, signal=17%	
TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 61%2151201	TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 61%2151201		51	-0.33070403	-1.0290847	0.41724136	0.5107488	1.0	2349	tags=22%, list=15%, signal=25%	
PID_BCR_5PATHWAY%MSIGDB_C2%PID_BCR_5PATHWAY	PID_BCR_5PATHWAY%MSIGDB_C2%PID_BCR_5PATHWAY		65	-0.3146236	-1.0288012	0.38709676	0.51097757	1.0	2062	tags=22%, list=14%, signal=25%	
LDL CLEARANCE%REACTOME DATABASE ID RELEASE 61%8964038	LDL CLEARANCE%REACTOME DATABASE ID RELEASE 61%8964038		17	-0.4220207	-1.0283802	0.4158654	0.511486	1.0	4192	tags=41%, list=28%, signal=57%	
AXONAL TRANSPORT%GOBP%GO:0098930	AXONAL TRANSPORT%GOBP%GO:0098930		26	-0.38009518	-1.0283296	0.42406878	0.51127195	1.0	1036	tags=15%, list=7%, signal=16%	
MITOTIC G1/S TRANSITION CHECKPOINT%GOBP%GO:0044819	MITOTIC G1/S TRANSITION CHECKPOINT%GOBP%GO:0044819		66	-0.30904108	-1.0273466	0.34351146	0.51306254	1.0	3224	tags=32%, list=21%, signal=40%	
PROTEIN DESTABILIZATION%GOBP%GO:0031648	PROTEIN DESTABILIZATION%GOBP%GO:0031648		28	-0.3691746	-1.0268083	0.41297936	0.5138441	1.0	534	tags=7%, list=4%, signal=7%	
VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702	VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702		19	-0.41995943	-1.0253712	0.41286862	0.5165411	1.0	3981	tags=37%, list=26%, signal=50%	
REGULATION OF T CELL MIGRATION%GOBP%GO:2000404	REGULATION OF T CELL MIGRATION%GOBP%GO:2000404		22	-0.38907614	-1.0249407	0.4040404	0.5171168	1.0	2555	tags=45%, list=17%, signal=55%	
PID_CD40_PATHWAY%MSIGDB_C2%PID_CD40_PATHWAY	PID_CD40_PATHWAY%MSIGDB_C2%PID_CD40_PATHWAY		27	-0.37567618	-1.0246267	0.41691843	0.51749545	1.0	3537	tags=33%, list=23%, signal=43%	
BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY	BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY		44	-0.33371308	-1.024436	0.36824325	0.5175895	1.0	1592	tags=23%, list=10%, signal=25%	
NEGATIVE REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0045839	NEGATIVE REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0045839		27	-0.37063864	-1.0238696	0.4092219	0.51847106	1.0	3734	tags=52%, list=25%, signal=69%	
MODULATION BY SYMBIONT OF HOST CELLULAR PROCESS%GOBP%GO:0044068	MODULATION BY SYMBIONT OF HOST CELLULAR PROCESS%GOBP%GO:0044068		23	-0.3947323	-1.0236986	0.40443215	0.5185305	1.0	4822	tags=35%, list=32%, signal=51%	
ORGANELLE LOCALIZATION BY MEMBRANE TETHERING%GOBP%GO:0140056	ORGANELLE LOCALIZATION BY MEMBRANE TETHERING%GOBP%GO:0140056		128	-0.28050774	-1.0234509	0.36153847	0.51874584	1.0	3046	tags=22%, list=20%, signal=27%	
CELLULAR BIOGENIC AMINE METABOLIC PROCESS%GOBP%GO:0006576	CELLULAR BIOGENIC AMINE METABOLIC PROCESS%GOBP%GO:0006576		32	-0.36150318	-1.0229286	0.40694007	0.5195196	1.0	3471	tags=31%, list=23%, signal=40%	
MITOTIC G1 DNA DAMAGE CHECKPOINT%GOBP%GO:0031571	MITOTIC G1 DNA DAMAGE CHECKPOINT%GOBP%GO:0031571		66	-0.30904108	-1.0228314	0.39166668	0.51939	1.0	3224	tags=32%, list=21%, signal=40%	
GLYCOGEN BREAKDOWN (GLYCOGENOLYSIS)%REACTOME DATABASE ID RELEASE 61%70221	GLYCOGEN BREAKDOWN (GLYCOGENOLYSIS)%REACTOME DATABASE ID RELEASE 61%70221		17	-0.42538083	-1.0226952	0.44110274	0.5193485	1.0	697	tags=12%, list=5%, signal=12%	
REGULATION OF INTRACELLULAR PH%GOBP%GO:0051453	REGULATION OF INTRACELLULAR PH%GOBP%GO:0051453		63	-0.31562597	-1.0221847	0.38392857	0.52008826	1.0	4051	tags=29%, list=27%, signal=39%	
AUTOPHAGOSOME ASSEMBLY%GOBP%GO:0000045	AUTOPHAGOSOME ASSEMBLY%GOBP%GO:0000045		42	-0.3362669	-1.021939	0.39935064	0.5202745	1.0	3957	tags=24%, list=26%, signal=32%	
REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401	REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401		32	-0.36126503	-1.021039	0.40880504	0.5218493	1.0	2555	tags=34%, list=17%, signal=41%	
