GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0072077	renal vesicle morphogenesis	0.04826879002172653	0.04826879002172653	+1	SOX9
GO:0032332	positive regulation of chondrocyte differentiation	0.04826879002172653	0.04826879002172653	+1	SOX9
GO:0050727	regulation of inflammatory response	0.048404256537185227	0.048404256537185227	+1	GATA3,RB1,CEBPA,TLR4
GO:0031098	stress-activated protein kinase signaling cascade	0.04879988756006623	0.04879988756006623	+1	EGFR,MAP2K4,MAPK8IP1,MECOM,NCOR1
GO:0042130	negative regulation of T cell proliferation	0.049132888041669445	0.049132888041669445	+1	CDKN2A
GO:0007612	learning	0.049132888041669445	0.049132888041669445	+1	NF1
GO:0051321	meiotic cell cycle	0.049190117419069715	0.049190117419069715	+1	ATM,SMC1A,SMC3,RAD21
GO:0006936	muscle contraction	0.04936163560609825	0.04936163560609825	+1	PIK3CA
GO:0090279	regulation of calcium ion import	0.04936163560609825	0.04936163560609825	+1	CTNNB1
GO:0002551	mast cell chemotaxis	0.04936163560609825	0.04936163560609825	+1	KIT
GO:0097531	mast cell migration	0.04936163560609825	0.04936163560609825	+1	KIT
GO:2000008	regulation of protein localization to cell surface	0.04936163560609825	0.04936163560609825	+1	CTNNB1
GO:1900145	regulation of nodal signaling pathway involved in determination of left/right asymmetry	0.04936163560609825	0.04936163560609825	+1	SMAD2
GO:1900175	regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.04936163560609825	0.04936163560609825	+1	SMAD2
GO:0043473	pigmentation	0.049460812975854196	0.049460812975854196	+1	NF1,KIT
GO:0046849	bone remodeling	0.049892197624889854	0.049892197624889854	+1	NF1
REAC:R-HSA-2219528	PI3K/AKT Signaling in Cancer	8.668584200505864e-9	8.668584200505864e-9	+1	PIK3CA,PTEN,EGFR,PIK3R1,AKT1,CDKN1B,HGF,MTOR,KIT,PDGFRA,CDKN1A,PTPN11
REAC:R-HSA-8939211	ESR-mediated signaling	3.673935749967449e-8	3.673935749967449e-8	+1	PIK3CA,EGFR,PIK3R1,GATA3,RUNX1,NRAS,AKT1,STAG2,CDKN1B,FOXA1,EP300,CCND1,CBFB,HIST1H2BD,SMC1A,SMC3,RAD21
REAC:R-HSA-8878159	Transcriptional regulation by RUNX3	5.1099634291166765e-8	5.1099634291166765e-8	+1	TP53,KRAS,CDKN2A,NOTCH1,CTNNB1,RUNX1,EP300,CCND1,SMAD4,CDKN1A,CBFB
REAC:R-HSA-9006931	Signaling by Nuclear Receptors	5.1099634291166765e-8	5.1099634291166765e-8	+1	PIK3CA,EGFR,PIK3R1,GATA3,RUNX1,NRAS,AKT1,STAG2,CDKN1B,FOXA1,EP300,CCND1,CBFB,HIST1H2BD,SMC1A,TBL1XR1,SMC3,NCOR1,RAD21
REAC:R-HSA-8951936	RUNX3 regulates p14-ARF	2.3942497163936994e-7	2.3942497163936994e-7	+1	KRAS,RUNX1,EP300,CCND1,CBFB
REAC:R-HSA-5633007	Regulation of TP53 Activity	0.000001144901081980861	0.000001144901081980861	+1	TP53,CDKN2A,STK11,AKT1,ATM,MTOR,BRCA1,CHEK2,EP300,TAF1,PPP2R1A,ATR
REAC:R-HSA-6804757	Regulation of TP53 Degradation	0.0000013722990054183314	0.0000013722990054183314	+1	TP53,CDKN2A,AKT1,ATM,MTOR,CHEK2,PPP2R1A
REAC:R-HSA-6806003	Regulation of TP53 Expression and Degradation	0.0000013722990054183314	0.0000013722990054183314	+1	TP53,CDKN2A,AKT1,ATM,MTOR,CHEK2,PPP2R1A
REAC:R-HSA-1257604	PIP3 activates AKT signaling	0.0000013722990054183314	0.0000013722990054183314	+1	TP53,PIK3CA,PTEN,EGFR,PIK3R1,AKT1,CDKN1B,HGF,MTOR,KIT,PDGFRA,CDKN1A,PPP2R1A,PTPN11,MECOM,EZH2
REAC:R-HSA-199418	Negative regulation of the PI3K/AKT network	0.0000013722990054183314	0.0000013722990054183314	+1	PIK3CA,PTEN,EGFR,PIK3R1,AKT1,HGF,KIT,PDGFRA,PPP2R1A,PTPN11
REAC:R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	0.00000238198539124028	0.00000238198539124028	+1	TP53,VHL,CDKN2A,DNMT3A,NPM1,STAG2,AR,BRCA1,EP300,SIN3A,SMC1A,SMC3,RAD21
REAC:R-HSA-5637812	Signaling by EGFRvIII in Cancer	0.0000024249662244976153	0.0000024249662244976153	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-5637810	Constitutive Signaling by EGFRvIII	0.0000024249662244976153	0.0000024249662244976153	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-2990846	SUMOylation	0.0000027844959221076397	0.0000027844959221076397	+1	TP53,VHL,CDKN2A,DNMT3A,NPM1,STAG2,AR,BRCA1,EP300,SIN3A,SMC1A,SMC3,RAD21
REAC:R-HSA-8848021	Signaling by PTK6	0.0000027844959221076397	0.0000027844959221076397	+1	EGFR,ARHGAP35,NRAS,AKT1,CDKN1B,LRRK2,CCND1
REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	0.0000027844959221076397	0.0000027844959221076397	+1	EGFR,ARHGAP35,NRAS,AKT1,CDKN1B,LRRK2,CCND1
REAC:R-HSA-9665348	Signaling by ERBB2 ECD mutants	0.000002798401956626605	0.000002798401956626605	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-5688426	Deubiquitination	0.0000051975064627142145	0.0000051975064627142145	+1	TP53,PTEN,APC,GATA3,KEAP1,BAP1,AR,BRCA1,EP300,SMAD4,USP9X,ASXL1,TGFBR2,HIST1H2BD,SMAD2,AXIN2
REAC:R-HSA-9006925	Intracellular signaling by second messengers	0.000005347882304172733	0.000005347882304172733	+1	TP53,PIK3CA,PTEN,EGFR,PIK3R1,AKT1,CDKN1B,HGF,MTOR,KIT,PDGFRA,CDKN1A,PPP2R1A,PTPN11,MECOM,EZH2
REAC:R-HSA-5689896	Ovarian tumor domain proteases	0.000005347882304172733	0.000005347882304172733	+1	TP53,PTEN,APC
REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	0.000005347882304172733	0.000005347882304172733	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	0.000005347882304172733	0.000005347882304172733	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	0.000005347882304172733	0.000005347882304172733	+1	PIK3CA,EGFR,PIK3R1,AKT1,HGF,KIT,PDGFRA,PPP2R1A,PTPN11
REAC:R-HSA-8853334	Signaling by FGFR3 fusions in cancer	0.000007058131782248642	0.000007058131782248642	+1	PIK3CA,PIK3R1,NRAS,FGFR3
REAC:R-HSA-1963642	PI3K events in ERBB2 signaling	0.000008603145705627218	0.000008603145705627218	+1	PIK3CA,EGFR,PIK3R1
REAC:R-HSA-3247509	Chromatin modifying enzymes	0.000010689973650929003	0.000010689973650929003	+1	ARID1A,PBRM1,DNMT3A,KDM6A,KDM5C,ARID5B,SETD2,EP300,CCND1,HIST1H2BD,NSD1,TBL1XR1,MECOM,NCOR1,EZH2
REAC:R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	0.000010689973650929003	0.000010689973650929003	+1	PIK3CA,PIK3R1,NRAS,PDGFRA
REAC:R-HSA-4839726	Chromatin organization	0.000010689973650929003	0.000010689973650929003	+1	ARID1A,PBRM1,DNMT3A,KDM6A,KDM5C,ARID5B,SETD2,EP300,CCND1,HIST1H2BD,NSD1,TBL1XR1,MECOM,NCOR1,EZH2
REAC:R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	0.000010689973650929003	0.000010689973650929003	+1	PIK3CA,PIK3R1,NRAS,PDGFRA
REAC:R-HSA-9614085	FOXO-mediated transcription	0.000010689973650929003	0.000010689973650929003	+1	STK11,AKT1,CDKN1B,EP300,SMAD4,CDKN1A,SIN3A,SMAD2
REAC:R-HSA-5654741	Signaling by FGFR3	0.000010689973650929003	0.000010689973650929003	+1	PIK3CA,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
REAC:R-HSA-69231	Cyclin D associated events in G1	0.000010689973650929003	0.000010689973650929003	+1	CDKN2A,RB1,CDKN1B,CCND1,CDKN1A,PPP2R1A,CDKN2C
REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	0.000010689973650929003	0.000010689973650929003	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-69236	G1 Phase	0.000010689973650929003	0.000010689973650929003	+1	CDKN2A,RB1,CDKN1B,CCND1,CDKN1A,PPP2R1A,CDKN2C
REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	0.00001127300243738267	0.00001127300243738267	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-180292	GAB1 signalosome	0.00001240975824480619	0.00001240975824480619	+1	PIK3CA,EGFR,PIK3R1
REAC:R-HSA-1643713	Signaling by EGFR in Cancer	0.00001298314642481806	0.00001298314642481806	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-9018519	Estrogen-dependent gene expression	0.000014846798435916219	0.000014846798435916219	+1	GATA3,RUNX1,STAG2,FOXA1,EP300,CCND1,CBFB,HIST1H2BD,SMC1A,SMC3,RAD21
REAC:R-HSA-8878166	Transcriptional regulation by RUNX2	0.000015751686663411107	0.000015751686663411107	+1	RB1,RUNX1,AKT1,AR,SOX9,CCND1,SMAD4,CDKN1A,CBFB
REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	0.000016018684948273916	0.000016018684948273916	+1	PIK3CA,EGFR,PIK3R1,NRAS,AKT1,CDKN1B,CCND1
REAC:R-HSA-5654743	Signaling by FGFR4	0.000016018684948273916	0.000016018684948273916	+1	PIK3CA,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
REAC:R-HSA-1227986	Signaling by ERBB2	0.00001838618428930441	0.00001838618428930441	+1	PIK3CA,EGFR,PIK3R1,NRAS,AKT1
REAC:R-HSA-8851907	MET activates PI3K/AKT signaling	0.000022671576086430526	0.000022671576086430526	+1	PIK3CA,PIK3R1,HGF
REAC:R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	0.00003319761530141185	0.00003319761530141185	+1	PIK3CA,EGFR,PIK3R1,HGF,KIT,PDGFRA,PTPN11
REAC:R-HSA-5655291	Signaling by FGFR4 in disease	0.00003784868315623904	0.00003784868315623904	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-5654736	Signaling by FGFR1	0.000037884327233853647	0.000037884327233853647	+1	PIK3CA,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
REAC:R-HSA-2470946	Cohesin Loading onto Chromatin	0.0000479643643402189	0.0000479643643402189	+1	STAG2,SMC1A,SMC3,RAD21
REAC:R-HSA-9006335	Signaling by Erythropoietin	0.000056785081851797325	0.000056785081851797325	+1	PIK3CA,PIK3R1,NRAS,PIK3CG
REAC:R-HSA-186763	Downstream signal transduction	0.00006415745399911551	0.00006415745399911551	+1	PIK3CA,PIK3R1,NRAS,PDGFRA,PTPN11
REAC:R-HSA-2468052	Establishment of Sister Chromatid Cohesion	0.00006712219934712282	0.00006712219934712282	+1	STAG2,SMC1A,SMC3,RAD21
REAC:R-HSA-9607240	FLT3 Signaling	0.00006712219934712282	0.00006712219934712282	+1	PIK3CA,EGFR,NF1,PIK3R1,FLT3,NRAS,BRAF,HGF,KIT,PDGFRA,PPP2R1A,PTPN11
REAC:R-HSA-112399	IRS-mediated signalling	0.00008206007157784007	0.00008206007157784007	+1	PIK3CA,PIK3R1,FLT3,NRAS
REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	0.00008206007157784007	0.00008206007157784007	+1	PIK3CA,PIK3R1,AKT1,MTOR
REAC:R-HSA-1500620	Meiosis	0.00008206007157784007	0.00008206007157784007	+1	STAG2,ATM,BRCA1,BRCA2,ATR,HIST1H2BD,SMC1A,SMC3,RAD21
REAC:R-HSA-9671555	Signaling by PDGFR in disease	0.00008206007157784007	0.00008206007157784007	+1	PIK3CA,PIK3R1,NRAS,PDGFRA
REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	0.0001002566536277058	0.0001002566536277058	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-8853338	Signaling by FGFR3 point mutants in cancer	0.00010177214694581821	0.00010177214694581821	+1	PIK3CA,PIK3R1,NRAS,FGFR3
REAC:R-HSA-5655332	Signaling by FGFR3 in disease	0.00010177214694581821	0.00010177214694581821	+1	PIK3CA,PIK3R1,NRAS,FGFR3
REAC:R-HSA-6804760	Regulation of TP53 Activity through Methylation	0.00010267990838833097	0.00010267990838833097	+1	TP53,ATM,CHEK2,EP300
REAC:R-HSA-2428924	IGF1R signaling cascade	0.00010489845451567293	0.00010489845451567293	+1	PIK3CA,PIK3R1,FLT3,NRAS
REAC:R-HSA-2428928	IRS-related events triggered by IGF1R	0.00010489845451567293	0.00010489845451567293	+1	PIK3CA,PIK3R1,FLT3,NRAS
REAC:R-HSA-1502540	Signaling by Activin	0.00010489845451567293	0.00010489845451567293	+1	SMAD4,ACVR1B,ACVR2A,SMAD2
REAC:R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.00011353731988775151	0.00011353731988775151	+1	PIK3CA,PIK3R1,FLT3,NRAS
REAC:R-HSA-68884	Mitotic Telophase/Cytokinesis	0.00011551774608454796	0.00011551774608454796	+1	STAG2,SMC1A,SMC3,RAD21
REAC:R-HSA-74751	Insulin receptor signalling cascade	0.00012098153702550374	0.00012098153702550374	+1	PIK3CA,PIK3R1,FLT3,NRAS
REAC:R-HSA-8941855	RUNX3 regulates CDKN1A transcription	0.0001225941360880985	0.0001225941360880985	+1	TP53,SMAD4,CDKN1A
REAC:R-HSA-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	0.00012260887772458276	0.00012260887772458276	+1	RUNX1,CBFB,LIFR
REAC:R-HSA-3304349	Loss of Function of SMAD2/3 in Cancer	0.0001329023956563616	0.0001329023956563616	+1	SMAD4,TGFBR2,SMAD2
REAC:R-HSA-2559585	Oncogene Induced Senescence	0.0001329023956563616	0.0001329023956563616	+1	TP53,CDKN2A,RB1
REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	0.00013600786762919887	0.00013600786762919887	+1	PIK3CA,PIK3R1,CTNNB1,NRAS,AKT1,MTOR
REAC:R-HSA-210993	Tie2 Signaling	0.0001420805350068316	0.0001420805350068316	+1	PIK3CA,PIK3R1,NRAS,PTPN11
REAC:R-HSA-177929	Signaling by EGFR	0.00014210387699481656	0.00014210387699481656	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.0001426967934658097	0.0001426967934658097	+1	EGFR,NPM1,KIT,EP300,CDKN1A
REAC:R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	0.0001426967934658097	0.0001426967934658097	+1	ARID1A,PBRM1,RUNX1,EP300,CBFB
REAC:R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	0.00016122863764897414	0.00016122863764897414	+1	TP53,STK11,ATM,BRCA1,CHEK2,TAF1,ATR
REAC:R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	0.00016237566480942857	0.00016237566480942857	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
REAC:R-HSA-69563	p53-Dependent G1 DNA Damage Response	0.00016237566480942857	0.00016237566480942857	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
REAC:R-HSA-8934593	Regulation of RUNX1 Expression and Activity	0.00016576807595322516	0.00016576807595322516	+1	RUNX1,CCND1,CBFB,PTPN11
REAC:R-HSA-9028335	Activated NTRK2 signals through PI3K	0.00016576807595322516	0.00016576807595322516	+1	PIK3CA,PIK3R1
REAC:R-HSA-9603381	Activated NTRK3 signals through PI3K	0.00016576807595322516	0.00016576807595322516	+1	PIK3CA,PIK3R1
REAC:R-HSA-5693532	DNA Double-Strand Break Repair	0.0001825448516593786	0.0001825448516593786	+1	TP53,BAP1,ATM,BRCA1,POLQ,CHEK2,BRCA2,ATR,HIST1H2BD
REAC:R-HSA-69615	G1/S DNA Damage Checkpoints	0.0001825448516593786	0.0001825448516593786	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
REAC:R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	0.00019195702625114788	0.00019195702625114788	+1	PIK3CA,PIK3R1,PIK3CG
REAC:R-HSA-1912408	Pre-NOTCH Transcription and Translation	0.00019231864617864577	0.00019231864617864577	+1	TP53,NOTCH1,RUNX1,ELF3,EP300,CCND1,HIST1H2BD
REAC:R-HSA-5654708	Downstream signaling of activated FGFR3	0.00019301043530016402	0.00019301043530016402	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-1236394	Signaling by ERBB4	0.00019301043530016402	0.00019301043530016402	+1	PIK3CA,EGFR,PIK3R1,NRAS
REAC:R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	0.00019301043530016402	0.00019301043530016402	+1	APC,CTNNB1,AKT1,SOX9,SOX17
REAC:R-HSA-194138	Signaling by VEGF	0.00019576022709802906	0.00019576022709802906	+1	PIK3CA,PIK3R1,CTNNB1,NRAS,AKT1,MTOR
REAC:R-HSA-1221632	Meiotic synapsis	0.00020044274446000604	0.00020044274446000604	+1	STAG2,BRCA1,ATR,HIST1H2BD,SMC1A,SMC3,RAD21
REAC:R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.00020084880790924878	0.00020084880790924878	+1	EGFR,AKT1,CDKN1B,CCND1
REAC:R-HSA-3304351	Signaling by TGF-beta Receptor Complex in Cancer	0.00020084880790924878	0.00020084880790924878	+1	SMAD4,TGFBR2,SMAD2
REAC:R-HSA-1660499	Synthesis of PIPs at the plasma membrane	0.00020084880790924878	0.00020084880790924878	+1	PIK3CA,PTEN,PIK3R1
REAC:R-HSA-389356	CD28 co-stimulation	0.00020084880790924878	0.00020084880790924878	+1	PIK3CA,PIK3R1,AKT1,MTOR
REAC:R-HSA-9649913	RAS GTPase cycle mutants	0.00022746723309139443	0.00022746723309139443	+1	KRAS,NRAS
REAC:R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	0.00022746723309139443	0.00022746723309139443	+1	CDKN1B,SMAD4,CDKN1A,SMAD2
REAC:R-HSA-1433557	Signaling by SCF-KIT	0.0002318487139721279	0.0002318487139721279	+1	PIK3CA,PIK3R1,NRAS,KIT,PTPN11
REAC:R-HSA-1474165	Reproduction	0.0002470646853904229	0.0002470646853904229	+1	STAG2,ATM,BRCA1,BRCA2,ATR,HIST1H2BD,SMC1A,SMC3,RAD21
REAC:R-HSA-5654738	Signaling by FGFR2	0.00025451448692183804	0.00025451448692183804	+1	PIK3CA,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
REAC:R-HSA-8853884	Transcriptional Regulation by VENTX	0.00025957354898334764	0.00025957354898334764	+1	TP53,CDKN2A,CTNNB1
REAC:R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.00025957354898334764	0.00025957354898334764	+1	TP53,PIK3R1,GATA3,AKT1,HGF,CCND1,CDKN1A
REAC:R-HSA-8878171	Transcriptional regulation by RUNX1	0.0002645375490137707	0.0002645375490137707	+1	ARID1A,PBRM1,GATA3,RUNX1,EP300,CCND1,CBFB,SIN3A,HIST1H2BD,PTPN11,LIFR
REAC:R-HSA-9006115	Signaling by NTRK2 (TRKB)	0.00026603259735353277	0.00026603259735353277	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-157118	Signaling by NOTCH	0.00027308337056482234	0.00027308337056482234	+1	TP53,EGFR,NOTCH1,RUNX1,AKT1,ELF3,EP300,CCND1,HIST1H2BD,TBL1XR1,NCOR1
REAC:R-HSA-5654716	Downstream signaling of activated FGFR4	0.00030199341670328025	0.00030199341670328025	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-388841	Costimulation by the CD28 family	0.00030554106507889095	0.00030554106507889095	+1	PIK3CA,PIK3R1,AKT1,MTOR,PPP2R1A,PTPN11
REAC:R-HSA-1250342	PI3K events in ERBB4 signaling	0.00030554106507889095	0.00030554106507889095	+1	PIK3CA,PIK3R1
REAC:R-HSA-198203	PI3K/AKT activation	0.00030554106507889095	0.00030554106507889095	+1	PIK3CA,PIK3R1
REAC:R-HSA-109704	PI3K Cascade	0.00032641766500806464	0.00032641766500806464	+1	PIK3CA,PIK3R1,FLT3
REAC:R-HSA-109581	Apoptosis	0.00032641766500806464	0.00032641766500806464	+1	TP53,APC,CDKN2A,CTNNB1,CDH1
REAC:R-HSA-5654696	Downstream signaling of activated FGFR2	0.0003265090548376854	0.0003265090548376854	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-5654687	Downstream signaling of activated FGFR1	0.0003265090548376854	0.0003265090548376854	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-5357801	Programmed Cell Death	0.00034336565697700566	0.00034336565697700566	+1	TP53,APC,CDKN2A,CTNNB1,CDH1
REAC:R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	0.00034465428430901373	0.00034465428430901373	+1	TP53,NPM1,CDKN1B,EP300,CDKN1A
REAC:R-HSA-166520	Signaling by NTRKs	0.0003511558303031587	0.0003511558303031587	+1	PIK3CA,PIK3R1,NRAS,BRAF,EP300,PPP2R1A,PTPN11,EGR3
REAC:R-HSA-1181150	Signaling by NODAL	0.000376379527555716	0.000376379527555716	+1	SMAD4,ACVR1B,ACVR2A,SMAD2
REAC:R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	0.00038657182622536275	0.00038657182622536275	+1	AKT1,CDKN1B,MTOR,CDKN1A
REAC:R-HSA-74752	Signaling by Insulin receptor	0.0003881236378555655	0.0003881236378555655	+1	PIK3CA,PIK3R1,FLT3,NRAS
REAC:R-HSA-1912422	Pre-NOTCH Expression and Processing	0.0003945383570253526	0.0003945383570253526	+1	TP53,NOTCH1,RUNX1,ELF3,EP300,CCND1,HIST1H2BD
REAC:R-HSA-2424491	DAP12 signaling	0.00039606021507220375	0.00039606021507220375	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	0.0004241593123200081	0.0004241593123200081	+1	TP53,BAP1,ATM,BRCA1,CHEK2,HIST1H2BD
REAC:R-HSA-5693606	DNA Double Strand Break Response	0.00045315892321840814	0.00045315892321840814	+1	TP53,BAP1,ATM,BRCA1,CHEK2,HIST1H2BD
REAC:R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	0.00047489847834396943	0.00047489847834396943	+1	TP53,ATM,BRCA1,ATR,CDK12,ERCC2
REAC:R-HSA-2559583	Cellular Senescence	0.00048604162569251607	0.00048604162569251607	+1	TP53,CDKN2A,RB1,MAP2K4,ATM,CDKN1B,CDKN1A,HIST1H2BD,CDKN2C,EZH2
REAC:R-HSA-1226099	Signaling by FGFR in disease	0.00048604162569251607	0.00048604162569251607	+1	PIK3CA,PIK3R1,NRAS,FGFR2,FGFR3
REAC:R-HSA-69242	S Phase	0.0004954218028384384	0.0004954218028384384	+1	RB1,AKT1,STAG2,CDKN1B,CCND1,CDKN1A,SMC1A,SMC3,RAD21
REAC:R-HSA-190236	Signaling by FGFR	0.0004985541188849828	0.0004985541188849828	+1	PIK3CA,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
REAC:R-HSA-111465	Apoptotic cleavage of cellular proteins	0.0005239874871597347	0.0005239874871597347	+1	APC,CTNNB1,CDH1
REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	0.0005295228379112431	0.0005295228379112431	+1	TP53,RB1,ATM,CDKN1B,CDKN1A,HIST1H2BD
REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	0.000542059533439377	0.000542059533439377	+1	EGFR,NF1,FLT3,NRAS,BRAF,HGF,KIT,PDGFRA,PPP2R1A,PTPN11
REAC:R-HSA-5654710	PI-3K cascade:FGFR3	0.0005477970078577786	0.0005477970078577786	+1	PIK3CA,PIK3R1
REAC:R-HSA-1483255	PI Metabolism	0.0005770865461362617	0.0005770865461362617	+1	PIK3CA,PTEN,PIK3R1
REAC:R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.0005864216528035111	0.0005864216528035111	+1	SMAD4,USP9X,NCOR1,SMAD2
REAC:R-HSA-9006936	Signaling by TGFB family members	0.0005984896420823792	0.0005984896420823792	+1	SMAD4,USP9X,TGFBR2,ACVR1B,ACVR2A,NCOR1,SMAD2
REAC:R-HSA-5654689	PI-3K cascade:FGFR1	0.0007112716377927533	0.0007112716377927533	+1	PIK3CA,PIK3R1
REAC:R-HSA-8941326	RUNX2 regulates bone development	0.0007335145608337254	0.0007335145608337254	+1	RB1,AR,SMAD4,CBFB
REAC:R-HSA-5655302	Signaling by FGFR1 in disease	0.0007335145608337254	0.0007335145608337254	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-5655253	Signaling by FGFR2 in disease	0.000763667524151223	0.000763667524151223	+1	PIK3CA,PIK3R1,NRAS,FGFR2
REAC:R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	0.0007788481198860026	0.0007788481198860026	+1	NF1,NRAS
REAC:R-HSA-2172127	DAP12 interactions	0.0007788481198860026	0.0007788481198860026	+1	PIK3CA,PIK3R1,NRAS
REAC:R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	0.0007788481198860026	0.0007788481198860026	+1	PIK3CA,PIK3R1
REAC:R-HSA-187037	Signaling by NTRK1 (TRKA)	0.0007788481198860026	0.0007788481198860026	+1	PIK3CA,PIK3R1,NRAS,BRAF,EP300,PPP2R1A,EGR3
REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	0.0008178094866107392	0.0008178094866107392	+1	CDKN2A,STAG2,BRCA1,SMC1A,SMC3,RAD21
REAC:R-HSA-5689880	Ub-specific processing proteases	0.0008480196840192701	0.0008480196840192701	+1	TP53,PTEN,GATA3,KEAP1,AR,SMAD4,USP9X,HIST1H2BD,SMAD2,AXIN2
REAC:R-HSA-9616222	Transcriptional regulation of granulopoiesis	0.0008480196840192701	0.0008480196840192701	+1	RUNX1,CEBPA,EP300,CDKN1A,CBFB,HIST1H2BD
REAC:R-HSA-202424	Downstream TCR signaling	0.0008480196840192701	0.0008480196840192701	+1	PIK3CA,PTEN,PIK3R1
REAC:R-HSA-5654720	PI-3K cascade:FGFR4	0.0008480196840192701	0.0008480196840192701	+1	PIK3CA,PIK3R1
REAC:R-HSA-186797	Signaling by PDGF	0.0008570463999038434	0.0008570463999038434	+1	PIK3CA,PIK3R1,NRAS,PDGFRA,PTPN11
REAC:R-HSA-5673001	RAF/MAP kinase cascade	0.000919865763276999	0.000919865763276999	+1	EGFR,NF1,FLT3,NRAS,BRAF,HGF,KIT,PDGFRA,PPP2R1A
REAC:R-HSA-5654695	PI-3K cascade:FGFR2	0.0009323045522789323	0.0009323045522789323	+1	PIK3CA,PIK3R1
REAC:R-HSA-9005895	Pervasive developmental disorders	0.0009328083449892969	0.0009328083449892969	+1	SIN3A,TBL1XR1,NCOR1
REAC:R-HSA-5628897	TP53 Regulates Metabolic Genes	0.0009328083449892969	0.0009328083449892969	+1	TP53,PTEN
REAC:R-HSA-9675151	Disorders of developmental biology	0.0009328083449892969	0.0009328083449892969	+1	SIN3A,TBL1XR1,NCOR1
